transaction_id,customer_code,product_code,transaction_date,transaction_timestamp,quantity,unit_price,discount_amount,tax_amount,total_amount,payment_method,store_code
TXN00029349,C01085,P00002,2023-12-18,2023-12-18 00:00:00,1,1242.34,124.23,89.45,1207.56,Credit Card,STORE003
TXN00002015,C01780,P00045,2023-12-18,2023-12-18 00:00:00,3,60.62,9.09,13.82,186.59,Debit Card,STORE006
TXN00033297,C01055,P00006,2023-12-18,2023-12-18 00:00:00,1,1519.3,303.86,97.24,1312.68,Apple Pay,STORE005
TXN00043561,C04257,P00098,2023-12-18,2023-12-18 00:00:00,2,180.87,36.17,26.05,351.62,Credit Card,STORE008
TXN00044932,C03495,P00046,2023-12-18,2023-12-18 00:00:00,2,179.76,17.98,27.32,368.86,Apple Pay,STORE006
TXN00028073,C02250,P00121,2023-12-18,2023-12-18 00:00:00,1,41.58,0.0,3.33,44.91,Cash,STORE003
TXN00017410,C03403,P00030,2023-12-18,2023-12-18 00:00:00,1,766.92,153.38,49.08,662.62,Cash,STORE003
TXN00040548,C01736,P00086,2023-12-18,2023-12-18 00:00:00,1,346.34,17.32,26.32,355.34,Cash,STORE001
TXN00022409,C02499,P00008,2023-12-18,2023-12-18 00:00:00,1,1312.23,0.0,104.98,1417.21,PayPal,STORE002
TXN00048189,C04609,P00057,2023-12-18,2023-12-18 00:00:00,2,139.22,0.0,22.28,300.72,Apple Pay,STORE010
TXN00049649,C02977,P00010,2023-12-18,2023-12-18 00:00:00,2,990.27,0.0,158.44,2138.98,Debit Card,STORE008
TXN00002688,C04051,P00069,2023-12-18,2023-12-18 00:00:00,2,413.56,0.0,66.17,893.29,Cash,STORE001
TXN00047189,C01281,P00098,2023-12-18,2023-12-18 00:00:00,4,180.87,36.17,54.98,742.29,Cash,STORE007
TXN00021257,C04981,P00030,2023-12-18,2023-12-18 00:00:00,5,766.92,0.0,306.77,4141.37,PayPal,STORE001
TXN00041637,C02621,P00087,2023-12-18,2023-12-18 00:00:00,2,107.74,0.0,17.24,232.72,PayPal,STORE009
TXN00004068,C00358,P00001,2023-12-18,2023-12-18 00:00:00,4,168.97,0.0,54.07,729.95,Apple Pay,STORE007
TXN00014643,C00449,P00010,2023-12-18,2023-12-18 00:00:00,2,990.27,0.0,158.44,2138.98,Credit Card,STORE008
TXN00043041,C02221,P00086,2023-12-18,2023-12-18 00:00:00,1,346.34,34.63,24.94,336.65,Debit Card,STORE003
TXN00001867,C01913,P00002,2023-12-18,2023-12-18 00:00:00,1,1242.34,0.0,99.39,1341.73,Cash,STORE001
TXN00031376,C00210,P00122,2023-12-18,2023-12-18 00:00:00,1,30.94,0.0,2.48,33.42,Apple Pay,STORE005
TXN00007537,C01196,P00107,2023-12-18,2023-12-18 00:00:00,2,165.22,0.0,26.44,356.88,Credit Card,STORE007
TXN00025557,C03486,P00080,2023-12-18,2023-12-18 00:00:00,5,241.2,0.0,96.48,1302.48,Debit Card,STORE002
TXN00013535,C04599,P00090,2023-12-18,2023-12-18 00:00:00,2,197.16,78.86,25.24,340.7,PayPal,STORE004
TXN00015887,C00182,P00110,2023-12-18,2023-12-18 00:00:00,1,35.34,0.0,2.83,38.17,Debit Card,STORE005
TXN00011474,C02092,P00031,2023-12-18,2023-12-18 00:00:00,1,953.96,143.09,64.87,875.74,Cash,STORE008
TXN00047255,C03310,P00009,2023-12-18,2023-12-18 00:00:00,1,767.79,115.17,52.21,704.83,Cash,STORE004
TXN00041781,C01728,P00043,2023-12-18,2023-12-18 00:00:00,1,198.24,19.82,14.27,192.69,Apple Pay,STORE002
TXN00021588,C00976,P00132,2023-12-18,2023-12-18 00:00:00,2,29.39,2.94,4.47,60.31,Credit Card,STORE005
TXN00023907,C02639,P00094,2023-12-18,2023-12-18 00:00:00,2,36.41,0.0,5.83,78.65,Apple Pay,STORE009
TXN00005070,C03474,P00119,2023-12-18,2023-12-18 00:00:00,5,27.07,0.0,10.83,146.18,Debit Card,STORE001
TXN00004344,C00218,P00051,2023-12-18,2023-12-18 00:00:00,2,128.79,25.76,18.55,250.37,Cash,STORE002
TXN00032227,C04358,P00074,2023-12-18,2023-12-18 00:00:00,2,402.6,0.0,64.42,869.62,PayPal,STORE007
TXN00039958,C02944,P00030,2023-12-18,2023-12-18 00:00:00,1,766.92,0.0,61.35,828.27,Apple Pay,STORE001
TXN00016559,C03619,P00033,2023-12-18,2023-12-18 00:00:00,5,134.82,67.41,48.54,655.23,Cash,STORE005
TXN00021868,C02729,P00073,2023-12-18,2023-12-18 00:00:00,3,481.84,72.28,109.86,1483.1,Cash,STORE010
TXN00016887,C04635,P00123,2023-12-18,2023-12-18 00:00:00,2,30.31,0.0,4.85,65.47,PayPal,STORE008
TXN00027038,C03000,P00049,2023-12-18,2023-12-18 00:00:00,1,59.77,0.0,4.78,64.55,Apple Pay,STORE004
TXN00003734,C03403,P00014,2023-12-18,2023-12-18 00:00:00,1,341.42,0.0,27.31,368.73,Cash,STORE003
TXN00025005,C01869,P00059,2023-12-18,2023-12-18 00:00:00,1,148.17,22.23,10.08,136.02,Credit Card,STORE003
TXN00036680,C02217,P00014,2023-12-18,2023-12-18 00:00:00,4,341.42,136.57,98.33,1327.44,Apple Pay,STORE007
TXN00041872,C02382,P00050,2023-12-18,2023-12-18 00:00:00,4,120.96,72.58,32.9,444.16,Credit Card,STORE008
TXN00005505,C01049,P00078,2023-12-19,2023-12-19 00:00:00,2,192.04,76.82,24.58,331.84,Cash,STORE001
TXN00001497,C01349,P00034,2023-12-19,2023-12-19 00:00:00,1,111.64,0.0,8.93,120.57,PayPal,STORE003
TXN00036113,C03386,P00057,2023-12-19,2023-12-19 00:00:00,2,139.22,0.0,22.28,300.72,Debit Card,STORE006
TXN00027069,C04405,P00069,2023-12-19,2023-12-19 00:00:00,2,413.56,41.36,62.86,848.62,Debit Card,STORE007
TXN00004244,C00831,P00072,2023-12-19,2023-12-19 00:00:00,1,383.08,76.62,24.52,330.98,Cash,STORE004
TXN00001277,C02213,P00016,2023-12-19,2023-12-19 00:00:00,1,322.64,0.0,25.81,348.45,Cash,STORE007
TXN00014570,C02836,P00118,2023-12-19,2023-12-19 00:00:00,1,45.82,6.87,3.12,42.07,Credit Card,STORE002
TXN00035905,C01000,P00010,2023-12-19,2023-12-19 00:00:00,2,990.27,0.0,158.44,2138.98,Apple Pay,STORE001
TXN00025129,C01704,P00122,2023-12-19,2023-12-19 00:00:00,1,30.94,0.0,2.48,33.42,Apple Pay,STORE010
TXN00034149,C03720,P00009,2023-12-19,2023-12-19 00:00:00,1,767.79,0.0,61.42,829.21,Credit Card,STORE005
TXN00012555,C04094,P00017,2023-12-19,2023-12-19 00:00:00,1,413.17,0.0,33.05,446.22,Credit Card,STORE004
TXN00034653,C00495,P00064,2023-12-19,2023-12-19 00:00:00,1,237.91,0.0,19.03,256.94,Apple Pay,STORE004
TXN00036081,C02737,P00097,2023-12-19,2023-12-19 00:00:00,3,69.68,0.0,16.72,225.76,Debit Card,STORE006
TXN00007168,C00961,P00112,2023-12-19,2023-12-19 00:00:00,2,73.11,0.0,11.7,157.92,Apple Pay,STORE004
TXN00042410,C02054,P00121,2023-12-19,2023-12-19 00:00:00,2,41.58,0.0,6.65,89.81,Cash,STORE009
TXN00011531,C02594,P00129,2023-12-19,2023-12-19 00:00:00,1,46.26,2.31,3.52,47.47,PayPal,STORE002
TXN00013758,C04771,P00068,2023-12-19,2023-12-19 00:00:00,4,257.64,154.58,70.08,946.06,Apple Pay,STORE005
TXN00042732,C00574,P00074,2023-12-19,2023-12-19 00:00:00,2,402.6,80.52,57.97,782.65,Credit Card,STORE006
TXN00021300,C00432,P00029,2023-12-19,2023-12-19 00:00:00,2,639.78,0.0,102.36,1381.92,Credit Card,STORE007
TXN00018062,C02123,P00049,2023-12-19,2023-12-19 00:00:00,4,59.77,0.0,19.13,258.21,Apple Pay,STORE001
TXN00020475,C03353,P00042,2023-12-19,2023-12-19 00:00:00,2,133.01,0.0,21.28,287.3,Debit Card,STORE009
TXN00009033,C02474,P00129,2023-12-19,2023-12-19 00:00:00,2,46.26,13.88,6.29,84.93,Apple Pay,STORE005
TXN00049508,C02725,P00088,2023-12-19,2023-12-19 00:00:00,1,148.03,0.0,11.84,159.87,PayPal,STORE004
TXN00047496,C03556,P00119,2023-12-19,2023-12-19 00:00:00,2,27.07,0.0,4.33,58.47,PayPal,STORE009
TXN00049104,C03077,P00130,2023-12-19,2023-12-19 00:00:00,4,24.32,0.0,7.78,105.06,Debit Card,STORE010
TXN00049309,C03156,P00095,2023-12-19,2023-12-19 00:00:00,2,97.34,0.0,15.57,210.25,Debit Card,STORE008
TXN00036653,C04250,P00043,2023-12-19,2023-12-19 00:00:00,2,198.24,19.82,30.13,406.79,Debit Card,STORE002
TXN00027288,C01361,P00032,2023-12-19,2023-12-19 00:00:00,1,74.79,11.22,5.09,68.66,Credit Card,STORE010
TXN00037783,C00077,P00023,2023-12-19,2023-12-19 00:00:00,1,1090.08,163.51,74.13,1000.7,Credit Card,STORE009
TXN00020842,C01902,P00098,2023-12-19,2023-12-19 00:00:00,3,180.87,0.0,43.41,586.02,Apple Pay,STORE002
TXN00019197,C00940,P00108,2023-12-19,2023-12-19 00:00:00,2,71.62,0.0,11.46,154.7,Cash,STORE006
TXN00023516,C03687,P00048,2023-12-19,2023-12-19 00:00:00,2,43.25,8.65,6.23,84.08,Apple Pay,STORE008
TXN00040839,C03730,P00053,2023-12-19,2023-12-19 00:00:00,1,82.02,0.0,6.56,88.58,PayPal,STORE007
TXN00041136,C00624,P00024,2023-12-19,2023-12-19 00:00:00,1,752.09,0.0,60.17,812.26,Apple Pay,STORE001
TXN00000101,C01484,P00091,2023-12-19,2023-12-19 00:00:00,5,21.43,0.0,8.57,115.72,Credit Card,STORE003
TXN00037822,C02076,P00115,2023-12-19,2023-12-19 00:00:00,1,24.71,0.0,1.98,26.69,Credit Card,STORE002
TXN00036817,C04952,P00068,2023-12-19,2023-12-19 00:00:00,2,257.64,77.29,35.04,473.03,Credit Card,STORE002
TXN00032723,C02657,P00055,2023-12-19,2023-12-19 00:00:00,1,20.79,4.16,1.33,17.96,PayPal,STORE005
TXN00045648,C04089,P00071,2023-12-19,2023-12-19 00:00:00,4,476.31,0.0,152.42,2057.66,PayPal,STORE008
TXN00047960,C03650,P00101,2023-12-19,2023-12-19 00:00:00,3,240.59,0.0,57.74,779.51,Cash,STORE007
TXN00020670,C02209,P00026,2023-12-20,2023-12-20 00:00:00,4,1517.85,303.57,461.43,6229.26,Credit Card,STORE004
TXN00049060,C03440,P00072,2023-12-20,2023-12-20 00:00:00,1,383.08,57.46,26.05,351.67,Apple Pay,STORE004
TXN00028211,C01062,P00122,2023-12-20,2023-12-20 00:00:00,2,30.94,9.28,4.21,56.81,PayPal,STORE010
TXN00039282,C00574,P00034,2023-12-20,2023-12-20 00:00:00,2,111.64,44.66,14.29,192.91,Credit Card,STORE007
TXN00023599,C04223,P00100,2023-12-20,2023-12-20 00:00:00,1,279.33,41.9,18.99,256.42,Apple Pay,STORE004
TXN00011555,C01398,P00124,2023-12-20,2023-12-20 00:00:00,2,47.47,0.0,7.6,102.54,Credit Card,STORE001
TXN00034153,C03262,P00043,2023-12-20,2023-12-20 00:00:00,2,198.24,0.0,31.72,428.2,Apple Pay,STORE008
TXN00020922,C00838,P00073,2023-12-20,2023-12-20 00:00:00,1,481.84,0.0,38.55,520.39,Cash,STORE005
TXN00020858,C04700,P00052,2023-12-20,2023-12-20 00:00:00,2,52.2,0.0,8.35,112.75,Credit Card,STORE003
TXN00021115,C01844,P00063,2023-12-20,2023-12-20 00:00:00,2,287.9,0.0,46.06,621.86,PayPal,STORE010
TXN00039920,C03191,P00021,2023-12-20,2023-12-20 00:00:00,1,1498.97,0.0,119.92,1618.89,Cash,STORE004
TXN00024803,C04484,P00054,2023-12-20,2023-12-20 00:00:00,1,28.78,0.0,2.3,31.08,Cash,STORE009
TXN00033795,C01140,P00103,2023-12-20,2023-12-20 00:00:00,1,172.27,34.45,11.03,148.85,Cash,STORE006
TXN00015325,C01467,P00073,2023-12-20,2023-12-20 00:00:00,1,481.84,0.0,38.55,520.39,PayPal,STORE003
TXN00009265,C00027,P00131,2023-12-20,2023-12-20 00:00:00,2,9.96,0.0,1.59,21.51,PayPal,STORE006
TXN00002843,C03972,P00068,2023-12-20,2023-12-20 00:00:00,1,257.64,0.0,20.61,278.25,Credit Card,STORE005
TXN00013057,C04988,P00097,2023-12-20,2023-12-20 00:00:00,2,69.68,6.97,10.59,142.98,Apple Pay,STORE008
TXN00043458,C03510,P00023,2023-12-20,2023-12-20 00:00:00,1,1090.08,0.0,87.21,1177.29,Cash,STORE007
TXN00037970,C01663,P00101,2023-12-20,2023-12-20 00:00:00,2,240.59,0.0,38.49,519.67,Cash,STORE008
TXN00044468,C02041,P00012,2023-12-20,2023-12-20 00:00:00,2,1220.93,122.09,185.58,2505.35,Credit Card,STORE007
TXN00040128,C02513,P00009,2023-12-20,2023-12-20 00:00:00,5,767.79,0.0,307.12,4146.07,Apple Pay,STORE005
TXN00004958,C02530,P00029,2023-12-20,2023-12-20 00:00:00,2,639.78,0.0,102.36,1381.92,Apple Pay,STORE003
TXN00038206,C00129,P00037,2023-12-20,2023-12-20 00:00:00,1,184.04,36.81,11.78,159.01,Debit Card,STORE007
TXN00039125,C04769,P00010,2023-12-20,2023-12-20 00:00:00,2,990.27,0.0,158.44,2138.98,Apple Pay,STORE005
TXN00020764,C00782,P00090,2023-12-20,2023-12-20 00:00:00,2,197.16,19.72,29.97,404.57,Credit Card,STORE007
TXN00045467,C01317,P00070,2023-12-20,2023-12-20 00:00:00,1,75.46,3.77,5.74,77.43,PayPal,STORE002
TXN00037424,C02826,P00078,2023-12-20,2023-12-20 00:00:00,2,192.04,0.0,30.73,414.81,Credit Card,STORE008
TXN00043560,C00312,P00106,2023-12-20,2023-12-20 00:00:00,2,114.85,0.0,18.38,248.08,Debit Card,STORE001
TXN00036429,C01773,P00093,2023-12-20,2023-12-20 00:00:00,2,139.61,27.92,20.1,271.4,Apple Pay,STORE001
TXN00010231,C01565,P00131,2023-12-20,2023-12-20 00:00:00,1,9.96,0.0,0.8,10.76,Cash,STORE006
TXN00019233,C00105,P00117,2023-12-20,2023-12-20 00:00:00,1,47.66,7.15,3.24,43.75,Debit Card,STORE007
TXN00039502,C02186,P00067,2023-12-20,2023-12-20 00:00:00,1,197.98,39.6,12.67,171.05,Credit Card,STORE010
TXN00006737,C04953,P00054,2023-12-20,2023-12-20 00:00:00,3,28.78,8.63,6.22,83.93,Apple Pay,STORE006
TXN00023939,C04574,P00115,2023-12-20,2023-12-20 00:00:00,2,24.71,0.0,3.95,53.37,Apple Pay,STORE005
TXN00001108,C02802,P00031,2023-12-20,2023-12-20 00:00:00,2,953.96,286.19,129.74,1751.47,Credit Card,STORE002
TXN00035654,C03154,P00095,2023-12-20,2023-12-20 00:00:00,2,97.34,9.73,14.8,199.75,PayPal,STORE005
TXN00014675,C00116,P00123,2023-12-20,2023-12-20 00:00:00,2,30.31,12.12,3.88,52.38,Debit Card,STORE006
TXN00002266,C02054,P00038,2023-12-20,2023-12-20 00:00:00,1,140.38,28.08,8.98,121.28,Cash,STORE005
TXN00017125,C03657,P00058,2023-12-20,2023-12-20 00:00:00,1,151.13,0.0,12.09,163.22,Apple Pay,STORE003
TXN00043855,C03466,P00130,2023-12-20,2023-12-20 00:00:00,2,24.32,4.86,3.5,47.28,Cash,STORE008
TXN00031620,C00779,P00125,2023-12-20,2023-12-20 00:00:00,1,47.1,7.06,3.2,43.24,Cash,STORE005
TXN00010124,C02965,P00075,2023-12-20,2023-12-20 00:00:00,2,237.03,47.41,34.13,460.78,PayPal,STORE002
TXN00047864,C02666,P00007,2023-12-20,2023-12-20 00:00:00,1,492.85,98.57,31.54,425.82,Cash,STORE003
TXN00003940,C02426,P00040,2023-12-20,2023-12-20 00:00:00,1,193.33,38.67,12.37,167.03,PayPal,STORE003
TXN00032494,C00681,P00117,2023-12-20,2023-12-20 00:00:00,1,47.66,9.53,3.05,41.18,Credit Card,STORE005
TXN00029335,C01149,P00032,2023-12-20,2023-12-20 00:00:00,4,74.79,0.0,23.93,323.09,Apple Pay,STORE005
TXN00030624,C03005,P00077,2023-12-20,2023-12-20 00:00:00,1,265.55,13.28,20.18,272.45,Debit Card,STORE005
TXN00028524,C02450,P00059,2023-12-20,2023-12-20 00:00:00,2,148.17,0.0,23.71,320.05,Credit Card,STORE007
TXN00033446,C01983,P00073,2023-12-21,2023-12-21 00:00:00,1,481.84,96.37,30.84,416.31,Debit Card,STORE002
TXN00028550,C04060,P00042,2023-12-21,2023-12-21 00:00:00,3,133.01,79.81,25.54,344.76,Apple Pay,STORE006
TXN00045347,C03408,P00031,2023-12-21,2023-12-21 00:00:00,1,953.96,0.0,76.32,1030.28,PayPal,STORE005
TXN00040941,C01190,P00102,2023-12-21,2023-12-21 00:00:00,1,188.61,18.86,13.58,183.33,Apple Pay,STORE001
TXN00049888,C00537,P00064,2023-12-21,2023-12-21 00:00:00,2,237.91,0.0,38.07,513.89,PayPal,STORE002
TXN00048335,C04218,P00039,2023-12-21,2023-12-21 00:00:00,1,45.52,6.83,3.1,41.79,Debit Card,STORE002
TXN00049087,C01080,P00100,2023-12-21,2023-12-21 00:00:00,3,279.33,167.6,53.63,724.02,PayPal,STORE002
TXN00042864,C02178,P00115,2023-12-21,2023-12-21 00:00:00,2,24.71,9.88,3.16,42.7,Apple Pay,STORE001
TXN00027302,C01254,P00061,2023-12-21,2023-12-21 00:00:00,1,311.24,46.69,21.16,285.71,Apple Pay,STORE002
TXN00042774,C04647,P00134,2023-12-21,2023-12-21 00:00:00,2,7.67,1.53,1.1,14.91,Debit Card,STORE001
TXN00018133,C03909,P00086,2023-12-21,2023-12-21 00:00:00,2,346.34,0.0,55.41,748.09,PayPal,STORE007
TXN00041135,C02718,P00031,2023-12-21,2023-12-21 00:00:00,1,953.96,0.0,76.32,1030.28,Credit Card,STORE010
TXN00015314,C03569,P00118,2023-12-21,2023-12-21 00:00:00,1,45.82,6.87,3.12,42.07,Cash,STORE003
TXN00013165,C03650,P00075,2023-12-21,2023-12-21 00:00:00,2,237.03,47.41,34.13,460.78,PayPal,STORE008
TXN00007474,C03838,P00105,2023-12-21,2023-12-21 00:00:00,3,229.78,137.87,44.12,595.59,Cash,STORE009
TXN00022274,C02426,P00044,2023-12-21,2023-12-21 00:00:00,2,176.1,17.61,26.77,361.36,Cash,STORE009
TXN00027456,C03621,P00099,2023-12-21,2023-12-21 00:00:00,2,174.35,0.0,27.9,376.6,Apple Pay,STORE010
TXN00030356,C02639,P00105,2023-12-21,2023-12-21 00:00:00,1,229.78,0.0,18.38,248.16,Credit Card,STORE003
TXN00017029,C04394,P00015,2023-12-21,2023-12-21 00:00:00,1,1557.99,0.0,124.64,1682.63,Apple Pay,STORE001
TXN00049696,C03976,P00070,2023-12-21,2023-12-21 00:00:00,1,75.46,15.09,4.83,65.2,Cash,STORE010
TXN00029166,C01748,P00018,2023-12-21,2023-12-21 00:00:00,1,118.92,5.95,9.04,122.01,Credit Card,STORE006
TXN00001506,C01099,P00064,2023-12-21,2023-12-21 00:00:00,2,237.91,47.58,34.26,462.5,Apple Pay,STORE010
TXN00042392,C04609,P00046,2023-12-21,2023-12-21 00:00:00,1,179.76,0.0,14.38,194.14,Debit Card,STORE001
TXN00015160,C04145,P00063,2023-12-21,2023-12-21 00:00:00,1,287.9,0.0,23.03,310.93,PayPal,STORE004
TXN00008240,C03670,P00040,2023-12-21,2023-12-21 00:00:00,1,193.33,0.0,15.47,208.8,Apple Pay,STORE009
TXN00048134,C00275,P00062,2023-12-21,2023-12-21 00:00:00,1,404.57,20.23,30.75,415.09,Apple Pay,STORE006
TXN00049755,C04405,P00094,2023-12-21,2023-12-21 00:00:00,1,36.41,1.82,2.77,37.36,Cash,STORE002
TXN00041718,C01845,P00135,2023-12-21,2023-12-21 00:00:00,1,39.6,0.0,3.17,42.77,Debit Card,STORE004
TXN00029396,C02345,P00096,2023-12-21,2023-12-21 00:00:00,2,227.67,0.0,36.43,491.77,Apple Pay,STORE008
TXN00041690,C02790,P00007,2023-12-21,2023-12-21 00:00:00,2,492.85,147.85,67.03,904.88,PayPal,STORE001
TXN00039829,C02190,P00078,2023-12-21,2023-12-21 00:00:00,3,192.04,115.22,36.87,497.77,PayPal,STORE004
TXN00032643,C00087,P00053,2023-12-21,2023-12-21 00:00:00,3,82.02,36.91,16.73,225.88,Credit Card,STORE001
TXN00041810,C02499,P00058,2023-12-21,2023-12-21 00:00:00,1,151.13,0.0,12.09,163.22,Cash,STORE010
TXN00029060,C03157,P00015,2023-12-21,2023-12-21 00:00:00,1,1557.99,0.0,124.64,1682.63,Credit Card,STORE002
TXN00043890,C02123,P00078,2023-12-21,2023-12-21 00:00:00,1,192.04,19.2,13.83,186.67,Apple Pay,STORE004
TXN00029875,C04330,P00114,2023-12-21,2023-12-21 00:00:00,1,15.02,0.0,1.2,16.22,PayPal,STORE008
TXN00011259,C02992,P00117,2023-12-21,2023-12-21 00:00:00,4,47.66,38.13,12.2,164.71,Debit Card,STORE002
TXN00037926,C04024,P00079,2023-12-21,2023-12-21 00:00:00,1,237.98,0.0,19.04,257.02,PayPal,STORE007
TXN00009185,C02898,P00043,2023-12-21,2023-12-21 00:00:00,1,198.24,19.82,14.27,192.69,PayPal,STORE001
TXN00022196,C01682,P00063,2023-12-21,2023-12-21 00:00:00,2,287.9,86.37,39.15,528.58,Cash,STORE010
TXN00000395,C01055,P00131,2023-12-21,2023-12-21 00:00:00,1,9.96,1.99,0.64,8.61,PayPal,STORE008
TXN00011451,C03650,P00008,2023-12-21,2023-12-21 00:00:00,2,1312.23,0.0,209.96,2834.42,Apple Pay,STORE008
TXN00004470,C01055,P00071,2023-12-21,2023-12-21 00:00:00,1,476.31,47.63,34.29,462.97,Debit Card,STORE002
TXN00038409,C02804,P00019,2023-12-21,2023-12-21 00:00:00,2,63.47,25.39,8.12,109.67,PayPal,STORE005
TXN00046130,C04734,P00093,2023-12-21,2023-12-21 00:00:00,1,139.61,27.92,8.94,120.63,Debit Card,STORE002
TXN00020501,C01389,P00038,2023-12-22,2023-12-22 00:00:00,2,140.38,14.04,21.34,288.06,Debit Card,STORE004
TXN00008948,C01171,P00095,2023-12-22,2023-12-22 00:00:00,3,97.34,0.0,23.36,315.38,PayPal,STORE005
TXN00022019,C00592,P00077,2023-12-22,2023-12-22 00:00:00,2,265.55,0.0,42.49,573.59,Credit Card,STORE003
TXN00004517,C02006,P00002,2023-12-22,2023-12-22 00:00:00,2,1242.34,372.7,168.96,2280.94,PayPal,STORE002
TXN00027829,C04567,P00129,2023-12-22,2023-12-22 00:00:00,1,46.26,0.0,3.7,49.96,Apple Pay,STORE003
TXN00045120,C02560,P00066,2023-12-22,2023-12-22 00:00:00,1,325.14,0.0,26.01,351.15,Debit Card,STORE004
TXN00036714,C02315,P00067,2023-12-22,2023-12-22 00:00:00,2,197.98,0.0,31.68,427.64,Credit Card,STORE004
TXN00015196,C02787,P00099,2023-12-22,2023-12-22 00:00:00,2,174.35,0.0,27.9,376.6,Debit Card,STORE001
TXN00021207,C02074,P00025,2023-12-22,2023-12-22 00:00:00,3,956.24,0.0,229.5,3098.22,Apple Pay,STORE008
TXN00026458,C02413,P00093,2023-12-22,2023-12-22 00:00:00,1,139.61,6.98,10.61,143.24,Cash,STORE004
TXN00021169,C01105,P00093,2023-12-22,2023-12-22 00:00:00,2,139.61,0.0,22.34,301.56,PayPal,STORE002
TXN00015379,C00199,P00085,2023-12-22,2023-12-22 00:00:00,1,51.19,0.0,4.1,55.29,Cash,STORE002
TXN00019774,C02244,P00053,2023-12-22,2023-12-22 00:00:00,3,82.02,0.0,19.68,265.74,Debit Card,STORE008
TXN00022362,C03344,P00078,2023-12-22,2023-12-22 00:00:00,1,192.04,9.6,14.6,197.04,Apple Pay,STORE001
TXN00030958,C03957,P00034,2023-12-22,2023-12-22 00:00:00,4,111.64,89.31,28.58,385.83,Credit Card,STORE002
TXN00012500,C00520,P00083,2023-12-22,2023-12-22 00:00:00,2,179.89,0.0,28.78,388.56,Debit Card,STORE004
TXN00026728,C03463,P00111,2023-12-22,2023-12-22 00:00:00,1,102.66,0.0,8.21,110.87,Cash,STORE002
TXN00044531,C01335,P00070,2023-12-22,2023-12-22 00:00:00,2,75.46,0.0,12.07,162.99,Credit Card,STORE003
TXN00034239,C04271,P00038,2023-12-22,2023-12-22 00:00:00,1,140.38,21.06,9.55,128.87,Apple Pay,STORE009
TXN00036293,C01855,P00037,2023-12-22,2023-12-22 00:00:00,1,184.04,0.0,14.72,198.76,Debit Card,STORE001
TXN00023448,C04041,P00076,2023-12-22,2023-12-22 00:00:00,1,392.37,0.0,31.39,423.76,PayPal,STORE004
TXN00001237,C01955,P00067,2023-12-22,2023-12-22 00:00:00,1,197.98,29.7,13.46,181.74,PayPal,STORE001
TXN00013060,C03403,P00059,2023-12-22,2023-12-22 00:00:00,1,148.17,0.0,11.85,160.02,Credit Card,STORE001
TXN00022697,C00285,P00066,2023-12-22,2023-12-22 00:00:00,1,325.14,65.03,20.81,280.92,Debit Card,STORE010
TXN00030373,C00412,P00051,2023-12-22,2023-12-22 00:00:00,2,128.79,0.0,20.61,278.19,Debit Card,STORE008
TXN00049816,C03917,P00004,2023-12-22,2023-12-22 00:00:00,1,1908.41,95.42,145.04,1958.03,PayPal,STORE002
TXN00025716,C04728,P00055,2023-12-22,2023-12-22 00:00:00,1,20.79,2.08,1.5,20.21,Debit Card,STORE003
TXN00020602,C02737,P00132,2023-12-22,2023-12-22 00:00:00,1,29.39,2.94,2.12,28.57,Apple Pay,STORE008
TXN00014047,C00560,P00085,2023-12-22,2023-12-22 00:00:00,2,51.19,10.24,7.37,99.51,Apple Pay,STORE005
TXN00000049,C04207,P00126,2023-12-22,2023-12-22 00:00:00,1,11.95,0.0,0.96,12.91,Apple Pay,STORE002
TXN00040436,C00140,P00044,2023-12-22,2023-12-22 00:00:00,4,176.1,0.0,56.35,760.75,PayPal,STORE007
TXN00011418,C03529,P00040,2023-12-22,2023-12-22 00:00:00,2,193.33,38.67,27.84,375.83,Apple Pay,STORE005
TXN00029908,C02057,P00116,2023-12-22,2023-12-22 00:00:00,1,5.35,0.27,0.41,5.49,Debit Card,STORE003
TXN00047719,C02522,P00047,2023-12-22,2023-12-22 00:00:00,1,49.26,0.0,3.94,53.2,PayPal,STORE006
TXN00014790,C00672,P00096,2023-12-22,2023-12-22 00:00:00,1,227.67,11.38,17.3,233.59,Credit Card,STORE001
TXN00025148,C02979,P00046,2023-12-22,2023-12-22 00:00:00,3,179.76,80.89,36.67,495.06,Credit Card,STORE007
TXN00027579,C01842,P00085,2023-12-22,2023-12-22 00:00:00,1,51.19,0.0,4.1,55.29,Cash,STORE008
TXN00022203,C00246,P00010,2023-12-23,2023-12-23 00:00:00,2,990.27,0.0,158.44,2138.98,Apple Pay,STORE004
TXN00007426,C03650,P00043,2023-12-23,2023-12-23 00:00:00,4,198.24,0.0,63.44,856.4,Credit Card,STORE008
TXN00046531,C04625,P00056,2023-12-23,2023-12-23 00:00:00,2,137.5,41.25,18.7,252.45,Debit Card,STORE008
TXN00007440,C02847,P00128,2023-12-23,2023-12-23 00:00:00,3,40.5,0.0,9.72,131.22,Cash,STORE003
TXN00046480,C01801,P00005,2023-12-23,2023-12-23 00:00:00,1,520.97,104.19,33.34,450.12,Apple Pay,STORE009
TXN00046058,C00377,P00090,2023-12-23,2023-12-23 00:00:00,1,197.16,19.72,14.2,191.64,Cash,STORE006
TXN00015191,C04699,P00026,2023-12-23,2023-12-23 00:00:00,2,1517.85,607.14,194.28,2622.84,PayPal,STORE004
